"","cve_ent","tasa_covid","inclusion_fin_2019","popden2020","porcentaje_pob_pobreza_ext","porcentaje_pob_pobreza","porcentaje_pob_acceso_ss","pob_6.14_no_edu","entidad","cant_hosp"
"863",16082,42.4141544910918,1.07,73.305,0.0597,0.4207,0.7562,9.7,"Michoacán de Ocampo",166
"864",16083,14.9815024306723,1.33,44.445,0.0427,0.285,0.8208,9.74,"Michoacán de Ocampo",38
"865",16084,26.1754726127,0.46,123.236,0.1977,0.6188,0.779,9.97,"Michoacán de Ocampo",64
"866",16085,33.9895198980314,1.58,86.27,0.0853,0.4807,0.7733,13.26,"Michoacán de Ocampo",87
"867",16086,42.9817020754022,0.87,66.73,0.044,0.396,0.8224,11.27,"Michoacán de Ocampo",31
"868",16087,27.1580989330747,0,44.315,0.0267,0.3158,0.4478,11.02,"Michoacán de Ocampo",29
"869",16088,42.9296323677667,0.68,500.232,0.0367,0.3339,0.5424,4.74,"Michoacán de Ocampo",59
"870",16089,74.2643811970615,1.73,33.723,0.0267,0.306,0.8055,9.43,"Michoacán de Ocampo",51
"871",16090,18.8940672628795,0,64.077,0.1668,0.6467,0.7901,5.71,"Michoacán de Ocampo",43
"872",16091,15.6484318967203,0.95,54.987,0.0566,0.3984,0.7482,8.91,"Michoacán de Ocampo",29
"873",16092,36.9265729299815,0,4.411,0.1333,0.5412,0.8366,7.61,"Michoacán de Ocampo",15
"874",16093,42.5307441231743,0.95,123.357,0.1418,0.6011,0.8424,6.3,"Michoacán de Ocampo",31
"875",16094,49.5942290351668,0,21.583,0.0357,0.4359,0.799,14.96,"Michoacán de Ocampo",18
"876",16095,23.0286667196061,0,41.983,0.0416,0.3194,0.5666,12.47,"Michoacán de Ocampo",16
"877",16096,11.441647597254,0,3.67,0.1281,0.5335,0.8559,12.55,"Michoacán de Ocampo",5
"878",16097,15.3430710691052,0,24.722,0.0977,0.5229,0.6595,9.09,"Michoacán de Ocampo",43
"879",16098,33.3672860103263,1.01,124.478,0.0864,0.5072,0.8127,8.11,"Michoacán de Ocampo",59
"880",16099,98.9726885492358,0.81,17.312,0.1548,0.6302,0.8543,8.66,"Michoacán de Ocampo",15
"881",16100,86.5314749983486,0,95.284,0.1488,0.6329,0.7813,5.41,"Michoacán de Ocampo",16
"882",16101,35.4531353866608,0,9.767,0.1792,0.6579,0.8677,9.12,"Michoacán de Ocampo",4
"883",16102,80.2025219394069,1.54,429.718,0.0802,0.4215,0.5958,7.24,"Michoacán de Ocampo",1055
"884",16103,16.8750479404771,0,98.622,0.1049,0.6117,0.7807,10.79,"Michoacán de Ocampo",57
"885",16104,36.6552119129439,0,47.73,0.0554,0.3979,0.7395,9.54,"Michoacán de Ocampo",24
"886",16105,18.4527379249896,0,104.669,0.0473,0.4477,0.717,11.4,"Michoacán de Ocampo",31
"887",16106,45.5697730564944,1.25,165.419,0.0827,0.4878,0.8339,19.03,"Michoacán de Ocampo",96
"888",16107,69.5410292072323,1.24,238.585,0.0882,0.4649,0.6072,8.14,"Michoacán de Ocampo",273
"889",16108,56.0136548308772,2,467.269,0.0691,0.4402,0.5608,12.14,"Michoacán de Ocampo",711
"890",16109,125.635656595872,0,64.063,0.0152,0.2846,0.6539,8.04,"Michoacán de Ocampo",11
"891",16110,54.1731519476057,1.4,94.26,0.0776,0.5244,0.7872,6.27,"Michoacán de Ocampo",107
"892",16111,27.9436743192154,0,128.183,0.2013,0.6063,0.859,10.13,"Michoacán de Ocampo",31
"893",16112,64.2967183094498,1.05,309.013,0.1422,0.5862,0.754,6.97,"Michoacán de Ocampo",365
"894",16113,73.8074461896451,1,115.491,0.0564,0.5152,0.7699,4.27,"Michoacán de Ocampo",66
"895",17001,29.1607019776258,0.7,190.661,0.1335,0.6278,0.7408,8.48,"Morelos",12
"896",17002,30.6380159814516,0.57,535.711,0.1228,0.5439,0.7876,6.29,"Morelos",42
"897",17003,41.0607804163615,2.91,265.586,0.2332,0.7238,0.8466,7.4,"Morelos",100
"898",17004,45.8025328690838,0.15,295.993,0.1006,0.5662,0.7194,8.67,"Morelos",89
"899",17005,32.4458440690906,0,125.837,0.108,0.5996,0.8071,6.28,"Morelos",11
"900",17006,74.3899686399939,2.33,1031.521,0.0838,0.5124,0.621,5.96,"Morelos",703
"901",17007,85.6979765964159,3.32,1546.694,0.0443,0.3727,0.5035,4.34,"Morelos",1444
"902",17008,38.4453092034319,0.82,1604.993,0.0826,0.4915,0.5642,5.03,"Morelos",122
"903",17009,41.7239348124877,0.68,182.403,0.0931,0.4629,0.6938,3.49,"Morelos",28
"904",17010,26.6869996187571,1.53,110.989,0.1029,0.6403,0.7678,5.46,"Morelos",46
"905",17011,58.1157835088228,1.27,3054.709,0.0508,0.4269,0.4735,4.46,"Morelos",328
"906",17012,65.671544503471,2.61,539.588,0.0971,0.5339,0.5522,6.2,"Morelos",172
"907",17013,46.6172603394693,0,260.031,0.1734,0.705,0.7874,9.98,"Morelos",44
"908",17014,27.1256196801048,0,126.846,0.0794,0.4899,0.7007,7.35,"Morelos",19
"909",17015,20.5215299154371,0.49,71.893,0.076,0.5051,0.7277,5.27,"Morelos",32
"910",17016,37.0878423004623,0,240.84,0.2166,0.7511,0.8164,5.86,"Morelos",40
"911",17017,42.0209540730713,0.98,119.958,0.1189,0.623,0.6549,6.19,"Morelos",65
"912",17018,43.6145123251381,1.23,1612.968,0.1319,0.6154,0.6535,6.21,"Morelos",222
"913",17019,36.0223061203284,0.48,78.095,0.1426,0.6804,0.8194,4.99,"Morelos",41
"914",17020,35.4271699141572,0.56,197.086,0.093,0.4533,0.7036,5.36,"Morelos",86
"915",17021,33.6295940427576,0,85.392,0.0884,0.5861,0.7689,8.28,"Morelos",16
"916",17022,28.1626163979105,0,133.091,0.1977,0.7916,0.8697,5.6,"Morelos",35
"917",17023,29.8159191081151,0,60.495,0.1537,0.6936,0.8943,7.42,"Morelos",4
"918",17024,42.6619624502727,0.25,174.025,0.0895,0.5908,0.6186,6.35,"Morelos",56
"919",17025,36.5175533239273,0.38,72.26,0.096,0.5797,0.6538,7.4,"Morelos",38
"920",17026,60.1181452245282,0.72,230.499,0.0923,0.4881,0.792,6.55,"Morelos",27
"921",17027,26.5583502577722,0,181.883,0.2025,0.7319,0.8795,6.83,"Morelos",10
"922",17028,46.7258438098298,0.54,742.069,0.0877,0.6116,0.6893,6.27,"Morelos",90
"923",17029,35.3003257091908,1.2,750.745,0.0904,0.553,0.6784,7.2,"Morelos",212
"924",17030,41.1829445805375,0.76,310.709,0.1323,0.6791,0.7575,6.17,"Morelos",73
"925",17031,102.205074481948,1.04,1346.791,0.0495,0.4561,0.4938,5.05,"Morelos",80
"926",17032,28.4816342565311,0,165.807,0.0676,0.6198,0.7754,3.73,"Morelos",40
"927",17033,18.8746018638669,0,361.089,0.1373,0.7535,0.8141,5.17,"Morelos",32
"928",18001,45.2723764286775,1.32,22.321,0.0339,0.3813,0.53,3.03,"Nayarit",69
"929",18002,33.6700336700337,0.78,32.961,0.0069,0.2334,0.633,5.32,"Nayarit",31
"930",18003,17.2738693467337,1.06,15.08,0.0107,0.2911,0.6782,3.2,"Nayarit",18
"931",18004,31.73828125,1.32,41.903,0.0191,0.3652,0.6496,5.41,"Nayarit",214
"932",18005,34.711964549483,0,4.697,0.3185,0.7678,0.8119,3.31,"Nayarit",10
"933",18006,42.4929178470255,3.48,50.429,0.0123,0.353,0.6306,5.92,"Nayarit",115
"934",18007,57.9536370903277,0,52.934,0.0519,0.5504,0.6653,5.41,"Nayarit",31
"935",18008,58.512524581708,0.93,224.155,0.0088,0.198,0.4302,4.22,"Nayarit",99
"936",18009,14.7847386190613,0,9.324,0.5564,0.8918,0.797,13.14,"Nayarit",3
"937",18010,51.4921952929124,0,16.192,0.0507,0.3957,0.7122,5.09,"Nayarit",20
"938",18011,27.8520499108734,1.51,26.773,0.0409,0.4035,0.6461,7.92,"Nayarit",32
"939",18012,27.0697984341163,0.78,50.386,0.0201,0.327,0.6345,6.71,"Nayarit",77
"940",18013,23.0834649495809,0,14.775,0.0115,0.3467,0.5956,3.45,"Nayarit",8
"941",18014,27.0482163857311,1.1,27.285,0.0175,0.2982,0.5889,4.94,"Nayarit",22
"942",18015,65.919764612686,0.63,51.328,0.0119,0.234,0.6495,4.94,"Nayarit",160
"943",18016,42.5156239109727,0.9,32.661,0.0174,0.3193,0.6157,2.65,"Nayarit",80
"944",18017,96.7056823559227,1.67,214.679,0.0078,0.2162,0.3807,3.51,"Nayarit",1448
"945",18018,80.0407698303256,1.58,63.426,0.0133,0.3219,0.5902,5.02,"Nayarit",63
"946",18019,4.0101590696431,0,6.185,0.2516,0.6956,0.8129,8.93,"Nayarit",7
"947",18020,46.6448914102344,1.52,242.732,0.0165,0.299,0.5078,6.96,"Nayarit",302
"948",19001,75.3941055517478,0,63.263,0.0051,0.1038,0.3681,7.3,"Nuevo León",2
"949",19002,169.295883031935,3.6,3.686,0.0043,0.0871,0.6234,3.95,"Nuevo León",10
"950",19003,26.5604249667995,0,1.807,0.005,0.1255,0.7465,3.21,"Nuevo León",2
"951",19004,215.421573491396,4.29,225.922,0.0091,0.2259,0.3778,9.49,"Nuevo León",66
"952",19005,60.0720865038046,2,4.375,0.0156,0.3327,0.7059,6.39,"Nuevo León",34
"953",19006,130.472531070968,1.03,3577.46,0.008,0.1421,0.3053,3.59,"Nuevo León",521
"954",19007,54.4943820224719,0,5.28,0.1001,0.5478,0.8148,3.98,"Nuevo León",13
"955",19008,91.2408759124088,3.07,6.561,0.0108,0.3184,0.6775,7.14,"Nuevo León",6
"956",19009,101.859337105901,1.96,121.801,0.0142,0.2109,0.461,5.85,"Nuevo León",114
"957",19010,76.2794235726662,0,795.114,0.0179,0.2845,0.3943,5.31,"Nuevo León",14
"958",19011,326.765977895243,1.6,7.728,0.0092,0.1101,0.6148,7.62,"Nuevo León",17
"959",19012,70.0116686114352,1.19,440.122,0.0158,0.2369,0.3673,6.46,"Nuevo León",20
"960",19013,66.8784484199967,2.25,2.52,0.0102,0.1722,0.6718,8.79,"Nuevo León",22
"961",19014,104.33450434507,0,7.067,0.1257,0.5742,0.7813,4.37,"Nuevo León",40
"962",19015,27.10027100271,0,2.046,0.0098,0.1391,0.7538,8,"Nuevo León",2
"963",19016,48.5731633272617,0,4.639,0.0129,0.1521,0.5156,7.25,"Nuevo León",4
"964",19017,96.9125786303319,0.93,5.717,0.0553,0.4157,0.7367,5.23,"Nuevo León",37
"965",19018,123.792581755308,0.49,465.547,0.0132,0.2258,0.3427,4.13,"Nuevo León",131
"966",19019,98.6818201636461,10.68,1904.452,0.0028,0.0545,0.4406,5.59,"Nuevo León",759
"967",19020,155.051411783907,0,2.656,0.0146,0.1828,0.7514,6.06,"Nuevo León",19
"968",19021,111.617434192891,0.98,2519.44,0.0206,0.2496,0.4097,4.32,"Nuevo León",364
"969",19022,71.2399434993551,0.84,5.724,0.0094,0.1228,0.5772,5.95,"Nuevo León",29
"970",19023,234.505862646566,0,4.615,0.0076,0.1081,0.5775,13.49,"Nuevo León",4
"971",19024,25.7419745608722,0,5.667,0.1962,0.6571,0.8823,3,"Nuevo León",7
"972",19025,51.5705068923874,0.36,823.782,0.0145,0.2384,0.3527,4.54,"Nuevo León",28
"973",19026,161.089394478986,2.03,4250.78,0.0078,0.158,0.3661,4.46,"Nuevo León",1035
"974",19027,100.1001001001,0,4.647,0.009,0.1041,0.7668,10.19,"Nuevo León",5
"975",19028,70.0934579439252,0,2.309,0.0127,0.0999,0.4085,4.67,"Nuevo León",4
"976",19029,81.3323005422153,0,28.914,0.0056,0.2369,0.5723,3.18,"Nuevo León",10
"977",19030,57.8034682080925,0,4.586,0.0581,0.3673,0.7697,5.94,"Nuevo León",6
"978",19031,83.5802693114014,0.34,1697.347,0.0165,0.2442,0.3996,4.99,"Nuevo León",157
"979",19032,91.6479335984783,0,1.331,0.0043,0.1512,0.6487,4.24,"Nuevo León",7
"980",19033,134.514990585078,1.65,34.625,0.0233,0.2674,0.4814,3.18,"Nuevo León",104
"981",19034,33.8764316825294,0,39.682,0.0061,0.0984,0.3972,7.08,"Nuevo León",9
"982",19035,289.449112978525,0,6.644,0.0024,0.1007,0.6398,7.39,"Nuevo León",3
"983",19036,47.3621891856335,0,6.551,0.2135,0.6515,0.911,5.47,"Nuevo León",5
"984",19037,20.4012240734444,0,1.545,0.0192,0.1604,0.424,4.44,"Nuevo León",4
"985",19038,165.09747697947,2.16,39.519,0.0063,0.1821,0.4277,6.68,"Nuevo León",87
"986",19039,236.301324194215,3.54,2532.67,0.0177,0.1922,0.4198,5.96,"Nuevo León",4256
"987",19040,83.1024930747922,0,0.913,0.0025,0.0732,0.6686,9.17,"Nuevo León",1
"988",19041,74.1675030866117,2.3,480.078,0.0127,0.2346,0.3441,5.38,"Nuevo León",29
"989",19042,61.526629494328,2.53,3.908,0.0208,0.2072,0.7273,9.77,"Nuevo León",8
"990",19043,23.4348844994978,0,2.626,0.0485,0.352,0.8136,13.1,"Nuevo León",2
"991",19044,310.261919377941,2.37,20.889,0.0096,0.2466,0.5425,3.96,"Nuevo León",93
"992",19045,98.5970129954096,1.06,65.032,0.0184,0.2738,0.3818,5.16,"Nuevo León",36
"993",19046,155.600500249914,2.68,4748.836,0.0037,0.1084,0.3061,4.72,"Nuevo León",842
"994",19047,50.3081373412149,2.12,72.886,0.0115,0.233,0.3558,8.56,"Nuevo León",22
"995",19048,198.105269041239,1.59,311.145,0.0083,0.1645,0.3329,4.51,"Nuevo León",294
"996",19049,246.406133532105,2.32,61.252,0.0073,0.124,0.4416,6.24,"Nuevo León",88
"997",19050,51.4933058702369,0,0.834,0.009,0.1161,0.6703,6.25,"Nuevo León",3
"998",19051,183.928180424787,2.96,4.105,0.0098,0.1236,0.5714,8.41,"Nuevo León",7
"999",20001,58.0832526621491,0,6.866,0.2429,0.9357,0.8974,2.53,"Oaxaca",3
"1000",20002,14.7009408602151,0.29,48.364,0.1855,0.5941,0.6881,5.33,"Oaxaca",32
"1001",20003,9.19117647058824,0,23.485,0.3473,0.904,0.7378,3.07,"Oaxaca",4
"1002",20004,19.4363459669582,0,14.461,0.1577,0.6323,0.7122,3.64,"Oaxaca",2
"1003",20005,38.5319941886173,0,27.883,0.0455,0.3096,0.545,3.04,"Oaxaca",24
"1004",20006,82.4217756296108,2.07,24.945,0.2215,0.759,0.784,3.32,"Oaxaca",61
"1005",20007,8.01282051282051,0,187.696,0.4115,0.836,0.7715,3.22,"Oaxaca",7
"1006",20008,0,0,2.996,0.1761,0.7044,0.6825,14.29,"Oaxaca",3
"1007",20009,12.0772946859903,0,40.409,0.453,0.9416,0.9085,4.25,"Oaxaca",10
"1008",20010,108.089963074857,0.96,57.709,0.0462,0.2314,0.3923,3.89,"Oaxaca",22
"1009",20011,16.7084377610693,0,10.566,0.394,0.8344,0.8166,3.23,"Oaxaca",3
"1010",20012,10.1579093175732,0,128.7,0.4475,0.8466,0.8333,10.37,"Oaxaca",29
"1011",20013,54.9095607235142,0,119.24,0.0896,0.694,0.7756,2.73,"Oaxaca",10
"1012",20014,36.8809272918862,1.9,122.282,0.0436,0.3005,0.511,3.51,"Oaxaca",69
"1013",20015,10.5529759392149,0,42.838,0.5045,0.9511,0.8603,7.38,"Oaxaca",5
"1014",20016,1.92826841496336,0,90.311,0.8235,0.993,0.8916,16.11,"Oaxaca",6
"1015",20017,11.7681671079729,0,38.731,0.3259,0.859,0.8386,5.03,"Oaxaca",2
"1016",20018,0,0,2.105,0.238,0.759,0.757,6.35,"Oaxaca",1
"1017",20019,3.2488628979857,0,29.171,0.3453,0.9308,0.757,4.19,"Oaxaca",1
"1018",20020,17.131669114048,0,16.236,0.4296,0.7834,0.8298,11.35,"Oaxaca",1
"1019",20021,30.7616586686354,0,97.059,0.1537,0.5691,0.6647,5.7,"Oaxaca",13
"1020",20022,0,0,9.835,0.2355,0.7589,0.4718,4,"Oaxaca",4
"1021",20023,114.230481964764,0,540.342,0.2009,0.5741,0.6964,5.28,"Oaxaca",37
"1022",20024,10.515247108307,0,44.63,0.4653,0.9374,0.8051,7.1,"Oaxaca",9
"1023",20025,7.47881003822503,1.15,70.644,0.2048,0.6347,0.8085,10.29,"Oaxaca",19
"1024",20026,50.9175771719529,0,81.396,0.2538,0.8235,0.7444,2.16,"Oaxaca",14
"1025",20027,12.4069478908189,0,56.938,0.322,0.8875,0.8073,3.34,"Oaxaca",3
"1026",20028,68.4525167708666,0.66,81.729,0.1975,0.6608,0.8299,6.59,"Oaxaca",63
"1027",20029,0,0,150.16,0.4832,0.9113,0.861,10.36,"Oaxaca",4
"1028",20030,58.1076636333735,0,105.27,0.0234,0.2436,0.4229,1.87,"Oaxaca",23
"1029",20031,41.6829490686466,0,112.635,0.315,0.8877,0.8144,8.14,"Oaxaca",10
"1030",20032,18.8679245283019,0,10.963,0.1899,0.7532,0.6704,5.03,"Oaxaca",1
"1031",20033,145.287030474841,0,163.631,0.042,0.2511,0.5454,5.61,"Oaxaca",8
"1032",20034,0,0,21.481,0.1448,0.6826,0.7646,2.83,"Oaxaca",5
"1033",20035,105.263157894737,0,28.615,0.0102,0.2836,0.4547,2.29,"Oaxaca",2
"1034",20036,5.47545172476729,0,10.197,0.2474,0.8065,0.8436,6.09,"Oaxaca",4
"1035",20037,13.1752305665349,0,12.518,0.429,0.8719,0.8636,8,"Oaxaca",5
"1036",20038,4.9480455220188,0,52.772,0.1988,0.7727,0.7976,6.2,"Oaxaca",4
"1037",20039,123.168165766387,1.93,216.873,0.104,0.4543,0.6775,4.2,"Oaxaca",321
"1038",20040,3.10125600868352,0,178.751,0.7529,0.9747,0.913,10.88,"Oaxaca",1
"1039",20041,14.479805292831,0.48,443.807,0.4008,0.8205,0.6445,6.54,"Oaxaca",45
"1040",20042,26.9921370731135,3.44,15.284,0.1571,0.7442,0.7593,3.16,"Oaxaca",22
"1041",20043,46.0088530719385,1.63,273.9,0.1603,0.5086,0.6858,4.26,"Oaxaca",276
"1042",20044,24.8968239727256,1.26,69.598,0.1906,0.6647,0.7006,6.85,"Oaxaca",82
"1043",20045,161.290322580645,0,269.215,0.0192,0.2714,0.4332,4.09,"Oaxaca",7
"1044",20046,6.04047115675023,0,15.909,0.2271,0.8344,0.7772,4.22,"Oaxaca",7
"1045",20047,105.263157894737,0,1.671,0.104,0.6788,0.6375,0,"Oaxaca",1
"1046",20048,7.13775874375446,0,124.826,0.5623,0.9569,0.9274,2.37,"Oaxaca",1
"1047",20049,74.4416873449131,0,48.845,0.2815,0.7564,0.6503,1.01,"Oaxaca",2
"1048",20050,0,0,49.821,0.297,0.9129,0.7158,2.03,"Oaxaca",4
"1049",20051,6.27352572145546,0,98.267,0.4898,0.9414,0.9101,13.11,"Oaxaca",2
"1050",20052,17.2928784782267,0,9.999,0.1421,0.6049,0.6873,7.26,"Oaxaca",7
"1051",20053,7.68049155145929,0,5.525,0.0475,0.3398,0.4,4.32,"Oaxaca",1
"1052",20054,23.4192037470726,0,5.757,0.244,0.8439,0.7814,3.39,"Oaxaca",3
"1053",20055,16.2954915806627,0,51.416,0.1538,0.6805,0.8063,8.53,"Oaxaca",9
"1054",20056,20.0400801603206,0,16.191,0.2165,0.6427,0.7947,1.66,"Oaxaca",1
"1055",20057,37.8471368886704,2.83,26.161,0.1748,0.588,0.6466,4.54,"Oaxaca",114
"1056",20058,1.47972773009766,0,92.329,0.5647,0.9557,0.8183,8.28,"Oaxaca",4
"1057",20059,87.3486722563979,1.15,154.236,0.2412,0.6604,0.7795,4.95,"Oaxaca",111
"1058",20060,3.68595650571323,0,12.996,0.2829,0.8929,0.8306,2.39,"Oaxaca",2
"1059",20061,38.6507378777231,0,33.844,0.2345,0.7567,0.8622,11.72,"Oaxaca",1
"1060",20062,47.9233226837061,0,17.741,0.0441,0.4614,0.6061,1.61,"Oaxaca",2
"1061",20063,191.30845536136,0,258.614,0.0516,0.4036,0.5409,3.91,"Oaxaca",11
"1062",20064,21.9950834519343,0,22.957,0.1377,0.6673,0.7495,5.95,"Oaxaca",5
"1063",20065,16.8918918918919,0,11.585,0.3309,0.8552,0.7222,2.17,"Oaxaca",2
"1064",20066,5.3840631730079,0,7.856,0.1218,0.6549,0.7298,7.74,"Oaxaca",12
"1065",20067,336.109435654743,3.39,3169.806,0.0787,0.3397,0.5925,4.31,"Oaxaca",1892
"1066",20068,168.73038018835,3.6,191.912,0.1542,0.5159,0.7452,5.01,"Oaxaca",118
"1067",20069,3.64298724954463,0,113.923,0.2905,0.8965,0.9285,18.32,"Oaxaca",2
"1068",20070,22.219136231079,0,125.73,0.398,0.8389,0.7835,3.41,"Oaxaca",9
"1069",20071,10.0133511348465,0,18.094,0.2893,0.7693,0.8611,9.24,"Oaxaca",17
"1070",20072,131.523122613492,0,121.48,0.2706,0.7928,0.8017,8.37,"Oaxaca",4
"1071",20073,44.5498727146494,2.04,39.192,0.3415,0.7964,0.7784,3.62,"Oaxaca",46
"1072",20074,18.0505415162455,0,9.928,0.1857,0.958,0.867,2.02,"Oaxaca",1
"1073",20075,3.45303867403315,0,13.717,0.1122,0.6983,0.6784,4.4,"Oaxaca",3
"1074",20076,6.01684717208183,0,6.873,0.2302,0.7291,0.8792,7.3,"Oaxaca",3
"1075",20077,137.019818938096,0,180.579,0.0719,0.4116,0.6887,3.75,"Oaxaca",4
"1076",20078,94.8275862068966,0,50.98,0.0264,0.2645,0.6609,2.44,"Oaxaca",2
"1077",20079,85.4423884982231,3.35,743.62,0.046,0.2699,0.5069,4.72,"Oaxaca",259
"1078",20080,6.77966101694915,0,27.143,0.1998,0.7398,0.7719,6.07,"Oaxaca",3
"1079",20081,5.55555555555556,0,22.561,0.2156,0.7145,0.7303,4.81,"Oaxaca",1
"1080",20082,9.765625,0,38.845,0.2596,0.7786,0.7621,7.61,"Oaxaca",4
"1081",20083,136.932321938725,0,892.712,0.067,0.3632,0.6426,4.56,"Oaxaca",15
"1082",20084,252.454417952314,0,51.016,0.0257,0.2956,0.4527,3.41,"Oaxaca",10
"1083",20085,3.50412708300888,0,67.314,0.6539,0.9581,0.9183,10.1,"Oaxaca",9
"1084",20086,20.4081632653061,0,13.047,0.3253,0.8208,0.6763,0.57,"Oaxaca",3
"1085",20087,171.366594360087,0,166.446,0.2466,0.7602,0.8241,9.29,"Oaxaca",7
"1086",20088,0,0,12.904,0.3711,0.8897,0.8342,3.93,"Oaxaca",5
"1087",20089,9.09504320145521,0,19.043,0.2928,0.8478,0.8272,4.9,"Oaxaca",2
"1088",20090,7.83576241968343,0,92.192,0.2498,0.7615,0.7636,3.43,"Oaxaca",7
"1089",20091,261.715296198055,0,447.541,0.0305,0.2696,0.5306,4.17,"Oaxaca",11
"1090",20092,132.052821128451,0,53.542,0.1272,0.5423,0.5848,5.45,"Oaxaca",1
"1091",20093,19.8019801980198,0,5.139,0.2419,0.8506,0.6216,12.5,"Oaxaca",3
"1092",20094,16.5380374862183,0,21.971,0.3,0.9555,0.6955,1.49,"Oaxaca",3
"1093",20095,2.2212350066637,0,58.615,0.4762,0.9431,0.8396,6.57,"Oaxaca",4
"1094",20096,64.26735218509,0,21.945,0.0693,0.5072,0.6456,3.85,"Oaxaca",1
"1095",20097,0,0,46.276,0.1939,0.7588,0.7216,7.23,"Oaxaca",4
"1096",20098,0,0,31.402,0.4425,0.9071,0.8612,2.31,"Oaxaca",3
"1097",20099,0,0,4.977,0.5036,0.9673,0.8529,7.14,"Oaxaca",1
"1098",20100,0,0,11.848,0.1756,0.7825,0.5217,8.11,"Oaxaca",3
"1099",20101,0,0,20.941,0.4178,0.8601,0.8515,4.9,"Oaxaca",1
"1100",20102,62.0090946672179,0,245.438,0.0938,0.4419,0.661,4.68,"Oaxaca",8
"1101",20103,110.584518167457,0,182.816,0.2406,0.7177,0.8441,8.3,"Oaxaca",24
"1102",20104,14.3472022955524,0,41.571,0.3069,0.8955,0.702,4.99,"Oaxaca",6
"1103",20105,1.3412017167382,0,42.985,0.361,0.9327,0.8806,1.79,"Oaxaca",2
"1104",20106,0,0,12.2,0.0293,0.5559,0.5488,2.94,"Oaxaca",2
"1105",20107,179.282868525896,0,2574.143,0.1326,0.499,0.6941,5.21,"Oaxaca",50
"1106",20108,2.19154065307911,0,14.751,0.3094,0.8805,0.5745,2.8,"Oaxaca",6
"1107",20109,0,0,9.657,0.133,0.577,0.7332,2.31,"Oaxaca",2
"1108",20110,0,0,34.406,0.5332,0.9627,0.8223,4.05,"Oaxaca",3
"1109",20111,2.24215246636771,0,74.889,0.5097,0.9356,0.835,6.22,"Oaxaca",4
"1110",20112,88.1226053639847,0,25.558,0.3334,0.8573,0.6837,2.89,"Oaxaca",6
"1111",20113,0,0,53.996,0.2488,0.8647,0.8833,5.33,"Oaxaca",7
"1112",20114,0,0,13.903,0.1554,0.7305,0.5943,5.13,"Oaxaca",2
"1113",20115,207.147064598468,1.45,226.383,0.0779,0.3726,0.6371,2.91,"Oaxaca",35
"1114",20116,2.14592274678112,0,34.817,0.686,0.9718,0.8772,4.61,"Oaxaca",3
"1115",20117,4.12711514651259,0,11.564,0.2741,0.8069,0.7255,8.17,"Oaxaca",2
"1116",20118,35.4191263282172,0,48.01,0.2415,0.7469,0.7123,4.71,"Oaxaca",1
"1117",20119,0,0,11.296,0.39,0.847,0.7032,7.79,"Oaxaca",2
"1118",20120,0,0,19.556,0.3034,0.852,0.6772,4.23,"Oaxaca",4
"1119",20121,0,0,8.494,0.087,0.5849,0.6328,1.43,"Oaxaca",3
"1120",20122,0,0,3.323,0.1322,0.858,0.7797,0,"Oaxaca",2
"1121",20123,14.336917562724,0,41.837,0.2581,0.8178,0.8564,3.25,"Oaxaca",6
"1122",20124,22.1881768714671,0,133.081,0.2291,0.6687,0.8217,8.91,"Oaxaca",24
"1123",20125,3.98025792071326,0,4.68,0.3599,0.9198,0.8547,5.43,"Oaxaca",3
"1124",20126,1.84535892231039,0,55.652,0.3261,0.9315,0.5354,3.35,"Oaxaca",5
"1125",20127,8.71839581517001,0,39.248,0.3953,0.9572,0.7981,2.04,"Oaxaca",3
"1126",20128,0,0,55.363,0.0883,0.696,0.7354,1.54,"Oaxaca",5
"1127",20129,0,0,7.973,0.0634,0.6406,0.75,3.28,"Oaxaca",1
"1128",20130,7.4487895716946,0,21.829,0.3053,0.8315,0.8402,1.8,"Oaxaca",2
"1129",20131,17.9872290673622,0,50.531,0.4566,0.9352,0.8995,5.84,"Oaxaca",10
"1130",20132,200,0,67.614,0.1339,0.5091,0.5092,13.04,"Oaxaca",3
"1131",20133,17.9763739085773,0,64.239,0.3971,0.9306,0.7512,1.43,"Oaxaca",7
"1132",20134,7.2294133847425,1.03,184.609,0.7134,0.9683,0.9145,13.68,"Oaxaca",9
"1133",20135,64.752596212584,0,107.454,0.2977,0.767,0.8421,4.52,"Oaxaca",6
"1134",20136,5.81927009726494,0,47.776,0.4603,0.9172,0.8609,2.7,"Oaxaca",7
"1135",20137,8.5494442861214,0,20.332,0.4824,0.9353,0.7166,5.77,"Oaxaca",3
"1136",20138,22.4215246636771,0,17.672,0.166,0.7638,0.6841,10.87,"Oaxaca",1
"1137",20139,18.6915887850467,0,114.681,0.4878,0.9619,0.8967,3.95,"Oaxaca",3
"1138",20140,0,0,28.928,0.2868,0.8433,0.8317,3.88,"Oaxaca",2
